,geneProtein_label,therapy_label,disease_label,drug_label,NDCCode_label,combinationDrug_label,negGeProDr_label,firstLine,acceleratedApproval,acceleratedApprovalRate,metastatic
1065,RET,Pralsetinib,Non-small cell lung cancer,GAVRETO- pralsetinib capsule,"72064-210-12, 72064-210-60, 72064-210-90",,,,Yes,Yes,
1066,*,Pralsetinib,Non-small cell lung cancer,GAVRETO- pralsetinib capsule,"72064-210-12, 72064-210-60, 72064-210-90",,,,Yes,Yes,
1067,laCSCC,Cemiplimab-rwlc,Cutaneous squamous cell carcinoma,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,,,,,Yes
1068,mCSCC,Cemiplimab-rwlc,Cutaneous squamous cell carcinoma,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,,,,,Yes
1069,*,Cemiplimab-rwlc,Basal cell carcinoma,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,,,Yes,Yes,
1070,mBCC,Cemiplimab-rwlc,Basal cell carcinoma,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,,,Yes,Yes,
1071,PD-L1,Cemiplimab-rwlc,Non-small cell lung cancer,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,"ROS1, EGFR, ALK",Yes,,,
1072,ROS1,Cemiplimab-rwlc,Non-small cell lung cancer,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,"ROS1, EGFR, ALK",Yes,,,
1073,EGFR,Cemiplimab-rwlc,Non-small cell lung cancer,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,"ROS1, EGFR, ALK",Yes,,,
1074,ALK,Cemiplimab-rwlc,Non-small cell lung cancer,LIBTAYO- cemiplimab-rwlc injection,61755-008-01,,"ROS1, EGFR, ALK",Yes,,,
1075,*,Tepotinib Hydrochloride,Non-small cell lung cancer,TEPMETKO- tepotinib hydrochloride tablet,"44087-5000-3, 44087-5000-6",,,,Yes,Yes,Yes
1076,*,Tepotinib Hydrochloride,Non-small cell lung cancer,TEPMETKO- tepotinib hydrochloride tablet,"44087-5000-3, 44087-5000-6",,,,Yes,Yes,
1077,*,Ibritumomab Tiuxetan,B-cell  follicular non-Hodgkin lymphoma,,,,,,,,
1078,*,Brentuximab Vedotin,Peripheral T-cell lymphoma,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,"cyclophosphamide, doxorubicin, prednisone",,,,,
1079,CD30-expressing MF,Brentuximab Vedotin,Cutaneous anaplastic large cell lymphoma,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,,,,,,
1080,*,Brentuximab Vedotin,Anaplastic large cell lymphoma,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,"cyclophosphamide, doxorubicin, prednisone",,,,,
1081,*,Brentuximab Vedotin,Anaplastic large cell lymphoma,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,,,,,,
1082,CD30-expressing MF,Brentuximab Vedotin,Anaplastic large cell lymphoma,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,,,,,,
1083,*,Brentuximab Vedotin,Hodgkinlymphoma.,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,,,,,,
1084,CD30-expressing MF,Brentuximab Vedotin,Mycosis fungoides,"ADCETRIS- brentuximab vedotin injection, powder, lyophilized, for solution",51144-050-01,,,,,,
1085,*,Romidepsin,Cutaneous T-cell lymphoma,,,,,,,,
1086,*,Romidepsin,Peripheral T-cell lymphoma,,,,,,,,
1087,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,BEXAROTENE capsule,69238-1250-1,,,,,,
1088,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,"BEXAROTENE capsule, liquid filled",43975-315-10,,,,,,
1089,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,"BEXAROTENE capsule, liquid filled",0054-0399-25,,,,,,
1090,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,"BEXAROTENE capsule, liquid filled",0378-6955-01,,,,,,
1091,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,"BEXAROTENE capsule, liquid filled",68682-003-10,,,,,,
1092,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,BEXAROTENE capsule,0832-0285-00,,,,,,
1093,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,targretin- bexarotene gel,64365-504-01,,,,,,
1094,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,"TARGRETIN- bexarotene capsule, liquid filled",0187-5526-75,,,,,,
1095,*,Bexarotene,Skin problems caused by cutaneous T-cell lymphoma,TARGRETIN- bexarotene gel,0187-5525-60,,,,,,
1096,Bortezomib,Bortezomib,Mantle cell lymphoma,"BORTEZOMIB- bortexomib injection, powder, lyophilized, for solution",43598-865-60,,,,,,
1097,Bortezomib,Bortezomib,Multiple myeloma,"BORTEZOMIB- bortexomib injection, powder, lyophilized, for solution",43598-865-60,,,,,,
1098,*,Bortezomib,Mantle cell lymphoma,"BORTEZOMIB injection, powder, lyophilized, for solution",63323-721-10,,,,,,
1099,*,Bortezomib,Multiple myeloma,"BORTEZOMIB injection, powder, lyophilized, for solution",63323-721-10,,,,,,
1100,*,Bortezomib,Mantle cell lymphoma,"VELCADE- bortezomib injection, powder, lyophilized, for solution",63020-049-01,,,,,,
1101,*,Bortezomib,Multiple myeloma,"VELCADE- bortezomib injection, powder, lyophilized, for solution",63020-049-01,,,,,,
1102,*,Pralatrexate,Peripheral T-cell lymphoma,FOLOTYN- pralatrexate injection,"48818-001-01, 48818-001-02",,,,,,
1103,*,Siltuximab,Multicentric Castleman disease,,,,,,,,
1104,*,Belinostat,Peripheral T-cell lymphoma,,,,,,,,
1105,*,Copanlisib Hydrochloride,Follicular lymphoma,"ALIQOPA- copanlisib injection, powder, lyophilized, for solution","50419-385-01, 50419-385-72",,,,Yes,Yes,
1106,*,Axicabtagene Ciloleucel,B-cell non-Hodgkin lymphoma,YESCARTA- axicabtagene ciloleucel suspension,"71287-119-01, 71287-119-02",,,,,,
1107,*,Mogamulizumab-kpkc,Sezary syndrome,POTELIGEO- mogamulizumab-kpkc injection,42747-761-01,,,,,,
1108,*,Mogamulizumab-kpkc,Mycosis fungoides,POTELIGEO- mogamulizumab-kpkc injection,42747-761-01,,,,,,
1109,rituximab product,Polatuzumab Vedotin-piiq,Diffuse large B-cell lymphoma,"POLIVY- polatuzumab vedotin injection, powder, lyophilized, for solution","50242-103-01, 50242-105-01","bendamustine, rituximab",,,Yes,Yes,
1110,*,Polatuzumab Vedotin-piiq,Diffuse large B-cell lymphoma,"POLIVY- polatuzumab vedotin injection, powder, lyophilized, for solution","50242-103-01, 50242-105-01",,,,Yes,Yes,
1111,*,Zanubrutinib,Mantle cell lymphoma,"BRUKINSA- zanubrutinib capsule, gelatin coated","72579-011-01, 72579-011-02",,,,Yes,Yes,
1112,EZH2,Tazemetostat Hydrobromide,Follicular lymphoma,"TAZVERIK- tazemetostat tablet, film coated",72607-100-00,,,,Yes,Yes,
1113,EZH2 mutation,Tazemetostat Hydrobromide,Follicular lymphoma,"TAZVERIK- tazemetostat tablet, film coated",72607-100-00,,,,Yes,Yes,
1114,*,Tazemetostat Hydrobromide,Follicular lymphoma,"TAZVERIK- tazemetostat tablet, film coated",72607-100-00,,,,Yes,Yes,
1115,*,Tazemetostat Hydrobromide,Epithelioid sarcoma,"TAZVERIK- tazemetostat tablet, film coated",72607-100-00,,,,Yes,Yes,
1116,*,Selinexor,Diffuse large B-cell lymphoma,"XPOVIO- selinexor tablet, film coated","72237-101-01, 72237-101-02, 72237-101-03, 72237-101-04, 72237-101-05, 72237-101-06, 72237-101-07, 72237-101-11, 72237-101-12, 72237-101-13, 72237-101-14, 72237-101-15, 72237-101-16, 72237-101-17, 72237-102-02, 72237-102-06, 72237-102-07, 72237-102-12, 72237-102-16, 72237-102-17, 72237-103-05, 72237-103-15, 72237-104-01, 72237-104-11","dexamethasone, bortezomib",,,Yes,Yes,
1117,anti-CD38 monoclonal antibody,Selinexor,Diffuse large B-cell lymphoma,"XPOVIO- selinexor tablet, film coated","72237-101-01, 72237-101-02, 72237-101-03, 72237-101-04, 72237-101-05, 72237-101-06, 72237-101-07, 72237-101-11, 72237-101-12, 72237-101-13, 72237-101-14, 72237-101-15, 72237-101-16, 72237-101-17, 72237-102-02, 72237-102-06, 72237-102-07, 72237-102-12, 72237-102-16, 72237-102-17, 72237-103-05, 72237-103-15, 72237-104-01, 72237-104-11",dexamethasone,,,Yes,Yes,
1118,*,Selinexor,Diffuse large B-cell lymphoma,"XPOVIO- selinexor tablet, film coated","72237-101-01, 72237-101-02, 72237-101-03, 72237-101-04, 72237-101-05, 72237-101-06, 72237-101-07, 72237-101-11, 72237-101-12, 72237-101-13, 72237-101-14, 72237-101-15, 72237-101-16, 72237-101-17, 72237-102-02, 72237-102-06, 72237-102-07, 72237-102-12, 72237-102-16, 72237-102-17, 72237-103-05, 72237-103-15, 72237-104-01, 72237-104-11",,,,Yes,Yes,
1119,*,Selinexor,Multiple myeloma,"XPOVIO- selinexor tablet, film coated","72237-101-01, 72237-101-02, 72237-101-03, 72237-101-04, 72237-101-05, 72237-101-06, 72237-101-07, 72237-101-11, 72237-101-12, 72237-101-13, 72237-101-14, 72237-101-15, 72237-101-16, 72237-101-17, 72237-102-02, 72237-102-06, 72237-102-07, 72237-102-12, 72237-102-16, 72237-102-17, 72237-103-05, 72237-103-15, 72237-104-01, 72237-104-11","dexamethasone, bortezomib",,,,,
1120,anti-CD38 monoclonal antibody,Selinexor,Multiple myeloma,"XPOVIO- selinexor tablet, film coated","72237-101-01, 72237-101-02, 72237-101-03, 72237-101-04, 72237-101-05, 72237-101-06, 72237-101-07, 72237-101-11, 72237-101-12, 72237-101-13, 72237-101-14, 72237-101-15, 72237-101-16, 72237-101-17, 72237-102-02, 72237-102-06, 72237-102-07, 72237-102-12, 72237-102-16, 72237-102-17, 72237-103-05, 72237-103-15, 72237-104-01, 72237-104-11",dexamethasone,,,,,
1121,*,Tafasitamab-cxix,Diffuse large B-cell lymphoma,"MONJUVI- tafasitamab-cxix injection, powder, lyophilized, for solution",73535-208-01,lenalidomide,,,Yes,Yes,
1122,*,Tafasitamab-cxix,Diffuse large B-cell lymphoma,"MONJUVI- tafasitamab-cxix injection, powder, lyophilized, for solution",73535-208-01,,,,Yes,Yes,
1123,*,Brexucabtagene Autoleucel,Mantle cell lymphoma,TECARTUS- brexucabtagene autoleucel suspension,"71287-219-01, 71287-219-02",,,,Yes,Yes,
1124,*,Umbralisib Tosylate,Follicular lymphoma,"UKONIQ- umbralisib tablet, film coated",73150-200-12,,,,Yes,Yes,
1125,*,Umbralisib Tosylate,Marginal zone lymphoma,"UKONIQ- umbralisib tablet, film coated",73150-200-12,,,,Yes,Yes,
1126,*,Loncastuximab Tesirine-lpyl,B-cell non-Hodgkin lymphoma,"ZYNLONTA- loncastuximab tesirine injection, powder, lyophilized, for solution",79952-110-01,,,,,,
1127,*,Carfilzomib,Multiple myeloma,"KYPROLIS- carfilzomib injection, powder, lyophilized, for solution","76075-101-01, 76075-102-01, 76075-103-01","Daratumumab, dexamethasone, Lenalidomide, Dexamethasone",,,,,
1128,*,Carfilzomib,Multiple myeloma,"KYPROLIS- carfilzomib injection, powder, lyophilized, for solution","76075-101-01, 76075-102-01, 76075-103-01",,,,,,
1129,histone deacetylase,Panobinostat Lactate,Multiple myeloma,FARYDAK- panobinostat capsule,"0078-0650-06, 0078-0651-06, 0078-0652-06","dexamethasone, bortezomib",,,Yes,,
1130,bortezomib,Panobinostat Lactate,Multiple myeloma,FARYDAK- panobinostat capsule,"0078-0650-06, 0078-0651-06, 0078-0652-06","dexamethasone, bortezomib",,,Yes,,
1131,*,Panobinostat Lactate,Multiple myeloma,FARYDAK- panobinostat capsule,"0078-0650-06, 0078-0651-06, 0078-0652-06",,,,Yes,,
1132,*,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20","dexamethasone, lenalidomide",,,,,
1133,*,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20","melphalan, bortezomib, prednisone",,,,,
1134,bortezomib,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20","thalidomide, dexamethasone, bortezomib",,,,,
1135,*,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20","dexamethasone, carfilzomib",,,,,
1136,*,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20","dexamethasone, pomalidomide, lenalidomide",,,,,
1137,PI,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20",,,,,,
1138,double-refractory,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20",,,,,,
1139,proteasome inhibitor,Daratumumab,Multiple myeloma,"DARZALEX- daratumumab injection, solution, concentrate","57894-502-05, 57894-502-20",,,,,,
1140,*,Ixazomib Citrate,Multiple myeloma,NINLARO- ixazomib capsule,"63020-078-01, 63020-078-02, 63020-079-01, 63020-079-02, 63020-080-01, 63020-080-02","dexamethasone, lenalidomide",,,,,
1141,*,Elotuzumab,Multiple myeloma,"EMPLICITI- elotuzumab injection, powder, lyophilized, for solution","0003-2291-11, 0003-4522-11","dexamethasone, lenalidomide",,,,,
1142,*,Elotuzumab,Multiple myeloma,"EMPLICITI- elotuzumab injection, powder, lyophilized, for solution","0003-2291-11, 0003-4522-11","dexamethasone, pomalidomide, lenalidomide",,,,,
1143,*,Isatuximab-irfc,Multiple myeloma,"SARCLISA- isatuximab injection, solution, concentrate","0024-0654-01, 0024-0656-01","dexamethasone, pomalidomide, lenalidomide",,,,,
1144,*,Isatuximab-irfc,Multiple myeloma,"SARCLISA- isatuximab injection, solution, concentrate","0024-0654-01, 0024-0656-01","dexamethasone, carfilzomib",,,,,
1145,*,Daratumumab and Hyaluronidase-fihj,Light-chain amyloidosis,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,,,,,,
1146,DARZALEX,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,"melphalan, bortezomib, prednisone",,,,,
1147,bortezomib,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,"melphalan, bortezomib, prednisone",,,,,
1148,*,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,"dexamethasone, lenalidomide",,,,,
1149,*,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,"thalidomide, dexamethasone, bortezomib",,,,,
1150,*,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,"dexamethasone, bortezomib",,,,,
1151,PI,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,,,,,,
1152,double-refractory,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,,,,,,
1153,proteasome inhibitor,Daratumumab and Hyaluronidase-fihj,Multiple myeloma,DARZALEX FASPRO (daratumumab and hyaluronidase-fihj- human recombinant injection,57894-503-01,,,,,,
1154,anti-CD38 monoclonal antibody,Belantamab Mafodotin-blmf,Multiple myeloma,"BLENREP- belantamab injection, powder, lyophilized, for solution",0173-0896-01,,,,Yes,Yes,
1155,proteasome,Belantamab Mafodotin-blmf,Multiple myeloma,"BLENREP- belantamab injection, powder, lyophilized, for solution",0173-0896-01,,,,Yes,Yes,
1156,*,Belantamab Mafodotin-blmf,Multiple myeloma,"BLENREP- belantamab injection, powder, lyophilized, for solution",0173-0896-01,,,,Yes,Yes,
1157,proteasome,Melphalan Flufenamide Hydrochloride,Multiple myeloma,"PEPAXTO- melphalan flufenamide injection, powder, lyophilized, for solution",73657-020-01,dexamethasone,,,Yes,Yes,
1158,CD38-directed monoclonal antibody,Melphalan Flufenamide Hydrochloride,Multiple myeloma,"PEPAXTO- melphalan flufenamide injection, powder, lyophilized, for solution",73657-020-01,dexamethasone,,,Yes,Yes,
1159,*,Melphalan Flufenamide Hydrochloride,Multiple myeloma,"PEPAXTO- melphalan flufenamide injection, powder, lyophilized, for solution",73657-020-01,,,,Yes,Yes,
1160,anti-CD38 monoclonal antibody,Idecabtagene Vicleucel,Multiple myeloma,ABECMA- idecabtagene vicleucel suspension,"59572-515-01, 59572-515-02, 59572-515-03",,,,,,
1161,B-cell maturation antigen,Idecabtagene Vicleucel,Multiple myeloma,ABECMA- idecabtagene vicleucel suspension,"59572-515-01, 59572-515-02, 59572-515-03",,,,,,
1162,proteasome,Idecabtagene Vicleucel,Multiple myeloma,ABECMA- idecabtagene vicleucel suspension,"59572-515-01, 59572-515-02, 59572-515-03",,,,,,
1163,PV,Ruxolitinib Phosphate,Polycythemia vera,JAKAFI- ruxolitinib tablet,"50881-005-60, 50881-010-01, 50881-010-60, 50881-015-60, 50881-020-60, 50881-025-60",,,,,,
1164,*,Ruxolitinib Phosphate,Myelofibrosis,JAKAFI- ruxolitinib tablet,"50881-005-60, 50881-010-01, 50881-010-60, 50881-015-60, 50881-020-60, 50881-025-60",,,,,,
1165,*,Fedratinib Hydrochloride,Myelofibrosis,INREBIC- fedratinib hydrochloride capsule,59572-720-12,,,,,,
1166,13-cis-retinoic acid,Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,66302-014-01,13-cis-retinoic acid,,,,,
1167,IL-2,Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,66302-014-01,13-cis-retinoic acid,,,,,
1168,GM-CSF,Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,66302-014-01,13-cis-retinoic acid,,,,,
1169,interleukin-2,Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,66302-014-01,13-cis-retinoic acid,,,,,
1170,granulocyte-macrophage colony-stimulating factor,Dinutuximab,Neuroblastoma,UNITUXIN- dinutuximab injection,66302-014-01,13-cis-retinoic acid,,,,,
1171,granulocyte-macrophage colony-stimulating factor,Naxitamab-gqgk,Neuroblastoma,DANYELZA- naxitamab injection,73042-201-01,,,,Yes,Yes,
1172,GM-CSF,Naxitamab-gqgk,Neuroblastoma,DANYELZA- naxitamab injection,73042-201-01,,,,Yes,Yes,
1173,*,Naxitamab-gqgk,Neuroblastoma,DANYELZA- naxitamab injection,73042-201-01,,,,Yes,Yes,
1174,Rubraca,Rucaparib Camsylate,fallopian tube,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1175,BRCA mutation,Rucaparib Camsylate,fallopian tube,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1176,androgen,Rucaparib Camsylate,fallopian tube,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1177,BRCA Mutations,Rucaparib Camsylate,fallopian tube,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1178,*,Rucaparib Camsylate,fallopian tube,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1179,Rubraca,Rucaparib Camsylate,primary peritoneal cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1180,BRCA mutation,Rucaparib Camsylate,primary peritoneal cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1181,androgen,Rucaparib Camsylate,primary peritoneal cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1182,BRCA Mutations,Rucaparib Camsylate,primary peritoneal cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1183,*,Rucaparib Camsylate,primary peritoneal cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1184,Rubraca,Rucaparib Camsylate,Prostate cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1185,BRCA mutation,Rucaparib Camsylate,Prostate cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1186,androgen,Rucaparib Camsylate,Prostate cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1187,BRCA Mutations,Rucaparib Camsylate,Prostate cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1188,*,Rucaparib Camsylate,Prostate cancer,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,Yes,Yes,
1189,*,Rucaparib Camsylate,Ovarian epithelial,"RUBRACA- rucaparib tablet, film coated","69660-201-91, 69660-202-91, 69660-203-91",,,,,,
1190,*,Niraparib Tosylate Monohydrate,fallopian tube,,,,,,,,
1191,*,Niraparib Tosylate Monohydrate,primary peritoneal cancer,,,,,,,,
1192,*,Niraparib Tosylate Monohydrate,Ovarian epithelial,,,,,,,,
1193,NF1,Selumetinib Sulfate,Neurofibromatosis type 1,KOSELUGO- selumetinib capsule,"0310-0610-28, 0310-0610-60, 0310-0625-28, 0310-0625-60",,,,,,
1194,neurofibromatosis type 1,Selumetinib Sulfate,Neurofibromatosis type 1,KOSELUGO- selumetinib capsule,"0310-0610-28, 0310-0610-60, 0310-0625-28, 0310-0625-60",,,,,,
1195,*,Cabazitaxel,Prostate cancer,JEVTANA- cabazitaxel kit,"0024-5822-01, 0024-5823-15, 0024-5824-11",prednisone,,,,,
1196,*,Enzalutamide,Prostate cancer,XTANDI- enzalutamide capsule,0469-0125-99,,,,,,
1197,*,Abiraterone Acetate,Prostate cancer,ZYTIGA- abiraterone acetate tablet,"57894-150-12, 57894-150-25, 57894-195-06, 57894-195-15",prednisone,,,,,
1198,*,Radium 223 Dichloride,Prostate cancer,XOFIGO- radium ra 223 dichloride injection,50419-208-01,,,,,,
1199,*,Apalutamide,Prostatecancer.,"ERLEADA- apalutamide tablet, film coated","59676-600-12, 59676-600-56, 59676-600-99",,,,,,
1200,*,Darolutamide,Prostate cancer,"NUBEQA- darolutamide tablet, film coated","50419-395-01, 50419-395-72",,,,,,
1201,*,Vismodegib,Basal cell carcinoma,ERIVEDGE- vismodegib capsule,"50242-140-01, 50242-140-86",,,,,,Yes
1202,*,Sonidegib,Basal cell carcinoma,ODOMZO- sonidegib capsule,47335-303-83,,,,,,
1203,BRAF,Vemurafenib,Erdheim-Chester disease,"ZELBORAF- vemurafenib tablet, film coated","50242-090-01, 50242-090-02, 50242-090-86",,,,,,
1204,ECD,Vemurafenib,Erdheim-Chester disease,"ZELBORAF- vemurafenib tablet, film coated","50242-090-01, 50242-090-02, 50242-090-86",,,,,,
1205,BRAF,Vemurafenib,Melanoma,"ZELBORAF- vemurafenib tablet, film coated","50242-090-01, 50242-090-02, 50242-090-86",,,,,,Yes
1206,BRAF,Vemurafenib,Melanoma,"ZELBORAF- vemurafenib tablet, film coated","50242-090-01, 50242-090-02, 50242-090-86",,BRAF,,,,
